date,fund,company,ticker,shares,market value($),weight(%)
2021-03-15,PRNT,STRYKER CORP,SYK,18562.0,4468987.12,0.8
2021-03-15,PRNT,TORAY INDUSTRIES INC,3402,91708.0,608245.89,0.11
2021-03-15,PRNT,TRIMBLE INC,TRMB,326157.0,24093217.59,4.33
2021-03-15,PRNT,ULTRA CLEAN HOLDINGS INC,UCTT,116035.0,5903860.8,1.06
2021-03-15,PRNT,UNITED PARCEL SERVICE-CL B,UPS,27884.0,4675867.96,0.84
2021-03-15,PRNT,VOESTALPINE AG,VOE,16847.0,708927.37,0.13
2021-03-15,PRNT,XEROX HOLDINGS CORP,XRX UN,27451.0,738706.41,0.13
2021-03-16,PRNT,3D SYSTEMS CORP,DDD,877302.0,28722867.48,4.98
2021-03-16,PRNT,3M CO,MMM,3728.0,706381.44,0.12
2021-03-16,PRNT,AEROJET ROCKETDYNE HOLDINGS,AJRD,88477.0,4204427.04,0.73
2021-03-16,PRNT,ALIGN TECHNOLOGY INC,ALGN,12005.0,6708994.25,1.16
2021-03-16,PRNT,ALLEGHENY TECHNOLOGIES INC,ATI,34797.0,745351.74,0.13
2021-03-16,PRNT,ALTAIR ENGINEERING INC - A,ALTR,380110.0,23540212.3,4.08
2021-03-16,PRNT,AMETEK INC,AME,55376.0,6799065.28,1.18
2021-03-16,PRNT,ANSYS INC,ANSS,62551.0,20373486.21,3.53
2021-03-16,PRNT,ARCONIC CORP,ARNC,153458.0,4461024.06,0.77
2021-03-16,PRNT,ARKEMA,AKE,5343.0,631760.73,0.11
2021-03-16,PRNT,AUTODESK INC,ADSK,73734.0,20130856.68,3.49
2021-03-16,PRNT,BERTRANDT AG,BDT,88996.0,5261480.22,0.91
2021-03-16,PRNT,CARPENTER TECHNOLOGY,CRS,17904.0,808365.6,0.14
2021-03-16,PRNT,DASSAULT SYSTEMES SE,DSY,116939.0,24312295.08,4.21
2021-03-16,PRNT,DESKTOP METAL INC-A,DM,1012779.0,20873375.19,3.62
2021-03-16,PRNT,DUPONT DE NEMOURS INC,DD,7676.0,588825.96,0.1
2021-03-16,PRNT,EASTMAN CHEMICAL CO,EMN,5878.0,666623.98,0.12
2021-03-16,PRNT,EASTMAN KODAK CO,KODK,71823.0,684473.19,0.12
2021-03-16,PRNT,EVONIK INDUSTRIES AG,EVK,19454.0,682185.2,0.12
2021-03-16,PRNT,EXONE CO/THE,XONE,1543707.0,59000481.54,10.23
2021-03-16,PRNT,FARO TECHNOLOGIES INC,FARO,90081.0,8616247.65,1.49
2021-03-16,PRNT,GENERAL ELECTRIC CO,GE,410374.0,5478492.9,0.95
2021-03-16,PRNT,HENKEL AG & CO KGAA VORZUG,HEN3,5862.0,616890.66,0.11
2021-03-16,PRNT,HEXAGON AB-B SHS,HEXAB,74749.0,6625629.17,1.15
2021-03-16,PRNT,HEXCEL CORP,HXL,13080.0,799188.0,0.14
2021-03-16,PRNT,HP INC,HPQ,968444.0,29818390.76,5.17
2021-03-16,PRNT,KAISER ALUMINUM CORP,KALU,45238.0,5526726.46,0.96
2021-03-16,PRNT,KONINKLIJKE DSM NV,DSM,3565.0,601879.8,0.1
2021-03-16,PRNT,LINCOLN ELECTRIC HOLDINGS,LECO,38876.0,4923256.64,0.85
2021-03-16,PRNT,MATERIALISE NV-ADR,MTLS,344958.0,15788727.66,2.74
2021-03-16,PRNT,MEDTRONIC PLC,MDT UN,39112.0,4660194.8,0.81
2021-03-16,PRNT,MGI DIGITAL GRAPHIC TECHNOLO,ALMDG,405537.0,25112597.6,4.35
2021-03-16,PRNT,MICHELIN (CGDE),ML,35438.0,5319167.18,0.92
2021-03-16,PRNT,MICROSOFT CORP,MSFT,107288.0,25192295.28,4.37
2021-03-16,PRNT,MOOG INC-CLASS A,MOG/A,57664.0,4886447.36,0.85
2021-03-16,PRNT,MORGAN STANLEY GOVT INSTL 8035,,1250113.72,1250113.72,0.22
2021-03-16,PRNT,NUVASIVE INC,NUVA,79920.0,5257137.6,0.91
2021-03-16,PRNT,OC OERLIKON CORP AG-REG,OERL,454352.0,5213032.06,0.9
2021-03-16,PRNT,PROTO LABS INC,PRLB,134385.0,18408057.3,3.19
2021-03-16,PRNT,PTC INC,PTC,185819.0,25473926.71,4.42
2021-03-16,PRNT,PYROGENESIS CANADA INC,PYR,207500.0,1768328.86,0.31
2021-03-16,PRNT,RENISHAW PLC,RSW,308032.0,25473819.98,4.42
2021-03-16,PRNT,SANDVIK AB,SAND,24445.0,680343.49,0.12
2021-03-16,PRNT,SGL CARBON SE,SGL,110559.0,922072.51,0.16
2021-03-16,PRNT,SIEMENS AG-REG,SIE,32315.0,5197420.42,0.9
2021-03-16,PRNT,SLM SOLUTIONS GROUP AG,AM3D,1045742.0,23082884.31,4.0
2021-03-16,PRNT,STRATASYS LTD,SSYS,746542.0,22217089.92,3.85
2021-03-16,PRNT,STRAUMANN HOLDING AG-REG,STMN,21289.0,25367277.73,4.4
2021-03-16,PRNT,STRYKER CORP,SYK,18808.0,4537430.0,0.79
2021-03-16,PRNT,TORAY INDUSTRIES INC,3402,92908.0,630825.77,0.11
2021-03-16,PRNT,TRIMBLE INC,TRMB,330510.0,24946894.8,4.32
2021-03-16,PRNT,ULTRA CLEAN HOLDINGS INC,UCTT,117583.0,6530559.82,1.13
2021-03-16,PRNT,UNITED PARCEL SERVICE-CL B,UPS,28256.0,4595555.84,0.8
2021-03-16,PRNT,VOESTALPINE AG,VOE,17069.0,720949.98,0.12
2021-03-16,PRNT,XEROX HOLDINGS CORP,XRX UN,27817.0,724911.02,0.13
2021-03-17,PRNT,3D SYSTEMS CORP,DDD,888924.0,26561049.12,4.7
2021-03-17,PRNT,3M CO,MMM,3776.0,705545.6,0.12
2021-03-17,PRNT,AEROJET ROCKETDYNE HOLDINGS,AJRD,89647.0,4229545.46,0.75
2021-03-17,PRNT,ALIGN TECHNOLOGY INC,ALGN,12164.0,6599456.56,1.17
2021-03-17,PRNT,ALLEGHENY TECHNOLOGIES INC,ATI,35256.0,752363.04,0.13
2021-03-17,PRNT,ALTAIR ENGINEERING INC - A,ALTR,385144.0,23355132.16,4.13
2021-03-17,PRNT,AMETEK INC,AME,56108.0,6780090.72,1.2
2021-03-17,PRNT,ANSYS INC,ANSS,63379.0,20964505.62,3.71
2021-03-17,PRNT,ARCONIC CORP,ARNC,155489.0,4414332.71,0.78
2021-03-17,PRNT,ARKEMA,AKE,5412.0,637524.59,0.11
2021-03-17,PRNT,AUTODESK INC,ADSK,74709.0,20545722.09,3.63
2021-03-17,PRNT,BERTRANDT AG,BDT,90175.0,5260771.99,0.93
2021-03-17,PRNT,CARPENTER TECHNOLOGY,CRS,18141.0,801106.56,0.14
2021-03-17,PRNT,DASSAULT SYSTEMES SE,DSY,118487.0,25026007.31,4.42
2021-03-17,PRNT,DESKTOP METAL INC-A,DM,1026195.0,19415609.4,3.43
2021-03-17,PRNT,DUPONT DE NEMOURS INC,DD,7775.0,596264.75,0.11
2021-03-17,PRNT,EASTMAN CHEMICAL CO,EMN,5953.0,659354.28,0.12
2021-03-17,PRNT,EASTMAN KODAK CO,KODK,72774.0,636772.5,0.11
2021-03-17,PRNT,EVONIK INDUSTRIES AG,EVK,19709.0,684491.83,0.12
2021-03-17,PRNT,EXONE CO/THE,XONE,1543707.0,49707365.4,8.79
2021-03-17,PRNT,FARO TECHNOLOGIES INC,FARO,91272.0,8625204.0,1.52
2021-03-17,PRNT,GENERAL ELECTRIC CO,GE,415810.0,5467901.5,0.97
2021-03-17,PRNT,HENKEL AG & CO KGAA VORZUG,HEN3,5937.0,624865.52,0.11
2021-03-17,PRNT,HEXAGON AB-B SHS,HEXAB,75739.0,6817036.03,1.21
2021-03-17,PRNT,HEXCEL CORP,HXL,13251.0,810033.63,0.14
2021-03-17,PRNT,HP INC,HPQ,981272.0,29860106.96,5.28
2021-03-17,PRNT,KAISER ALUMINUM CORP,KALU,45835.0,5381945.7,0.95
2021-03-17,PRNT,KONINKLIJKE DSM NV,DSM,3610.0,609252.78,0.11
2021-03-17,PRNT,LINCOLN ELECTRIC HOLDINGS,LECO,39389.0,4912989.97,0.87
2021-03-17,PRNT,MATERIALISE NV-ADR,MTLS,344958.0,13746576.3,2.43
2021-03-17,PRNT,MEDTRONIC PLC,MDT UN,39628.0,4713354.32,0.83
2021-03-17,PRNT,MGI DIGITAL GRAPHIC TECHNOLO,ALMDG,410907.0,24999521.02,4.42
2021-03-17,PRNT,MICHELIN (CGDE),ML,35906.0,5311664.94,0.94
2021-03-17,PRNT,MICROSOFT CORP,MSFT,108707.0,25840740.97,4.57
2021-03-17,PRNT,MOOG INC-CLASS A,MOG/A,58426.0,4835920.02,0.85
2021-03-17,PRNT,MORGAN STANLEY GOVT INSTL 8035,,1293847.04,1293847.04,0.23
2021-03-17,PRNT,NUVASIVE INC,NUVA,80976.0,5393811.36,0.95
2021-03-17,PRNT,OC OERLIKON CORP AG-REG,OERL,460370.0,5361648.99,0.95
2021-03-17,PRNT,PROTO LABS INC,PRLB,134385.0,17580245.7,3.11
2021-03-17,PRNT,PTC INC,PTC,188279.0,25523101.24,4.51
2021-03-17,PRNT,PYROGENESIS CANADA INC,PYR,210200.0,1697749.74,0.3
2021-03-17,PRNT,RENISHAW PLC,RSW,312112.0,26091388.55,4.61
2021-03-17,PRNT,SANDVIK AB,SAND,24766.0,687450.45,0.12
2021-03-17,PRNT,SGL CARBON SE,SGL,112023.0,917620.03,0.16
2021-03-17,PRNT,SIEMENS AG-REG,SIE,32741.0,5278882.52,0.93
2021-03-17,PRNT,SLM SOLUTIONS GROUP AG,AM3D,1059596.0,22455749.78,3.97
2021-03-17,PRNT,STRATASYS LTD,SSYS,746542.0,20522439.58,3.63
2021-03-17,PRNT,STRAUMANN HOLDING AG-REG,STMN,21571.0,25985503.11,4.59
2021-03-17,PRNT,STRYKER CORP,SYK,19057.0,4536137.71,0.8
2021-03-17,PRNT,TORAY INDUSTRIES INC,3402,94108.0,637547.59,0.11
2021-03-17,PRNT,TRIMBLE INC,TRMB,334887.0,25350945.9,4.48
2021-03-17,PRNT,ULTRA CLEAN HOLDINGS INC,UCTT,119140.0,6737367.0,1.19
2021-03-17,PRNT,UNITED PARCEL SERVICE-CL B,UPS,28628.0,4661210.96,0.82
2021-03-17,PRNT,VOESTALPINE AG,VOE,17294.0,728690.76,0.13
2021-03-17,PRNT,XEROX HOLDINGS CORP,XRX UN,28183.0,722048.46,0.13
2021-03-18,PRNT,3D SYSTEMS CORP,DDD,892714.0,28763245.08,5.04
2021-03-18,PRNT,3M CO,MMM,3792.0,714033.6,0.13
2021-03-18,PRNT,AEROJET ROCKETDYNE HOLDINGS,AJRD,90029.0,4251169.38,0.74
2021-03-18,PRNT,ALIGN TECHNOLOGY INC,ALGN,12215.0,6596222.15,1.16
2021-03-18,PRNT,ALLEGHENY TECHNOLOGIES INC,ATI,35406.0,779640.12,0.14
2021-03-18,PRNT,ALTAIR ENGINEERING INC - A,ALTR,386786.0,23354138.68,4.09
2021-03-18,PRNT,AMETEK INC,AME,56347.0,6857993.37,1.2
2021-03-18,PRNT,ANSYS INC,ANSS,63649.0,20900422.13,3.66
2021-03-18,PRNT,ARCONIC CORP,ARNC,156152.0,4553392.32,0.8
2021-03-18,PRNT,ARKEMA,AKE,5435.0,659415.16,0.12
2021-03-18,PRNT,AUTODESK INC,ADSK,75027.0,20470366.68,3.59
2021-03-18,PRNT,BERTRANDT AG,BDT,90559.0,5417726.1,0.95
2021-03-18,PRNT,CARPENTER TECHNOLOGY,CRS,18218.0,820720.9,0.14
2021-03-18,PRNT,DASSAULT SYSTEMES SE,DSY,118992.0,25282575.55,4.43
2021-03-18,PRNT,DESKTOP METAL INC-A,DM,1030570.0,20271311.9,3.55
2021-03-18,PRNT,DUPONT DE NEMOURS INC,DD,7808.0,611991.04,0.11
2021-03-18,PRNT,EASTMAN CHEMICAL CO,EMN,5978.0,672644.56,0.12
2021-03-18,PRNT,EASTMAN KODAK CO,KODK,73084.0,619752.32,0.11
2021-03-18,PRNT,EVONIK INDUSTRIES AG,EVK,19793.0,695776.35,0.12
2021-03-18,PRNT,EXONE CO/THE,XONE,1543707.0,52532349.21,9.2
2021-03-18,PRNT,FARO TECHNOLOGIES INC,FARO,91661.0,8613384.17,1.51
2021-03-18,PRNT,GENERAL ELECTRIC CO,GE,417583.0,5683304.63,1.0
2021-03-18,PRNT,HENKEL AG & CO KGAA VORZUG,HEN3,5962.0,641950.58,0.11
2021-03-18,PRNT,HEXAGON AB-B SHS,HEXAB,76061.0,6871105.89,1.2
2021-03-18,PRNT,HEXCEL CORP,HXL,13307.0,853777.12,0.15
2021-03-18,PRNT,HP INC,HPQ,985456.0,30292917.44,5.31
2021-03-18,PRNT,KAISER ALUMINUM CORP,KALU,46030.0,5497362.9,0.96
2021-03-18,PRNT,KONINKLIJKE DSM NV,DSM,3625.0,612611.24,0.11
2021-03-18,PRNT,LINCOLN ELECTRIC HOLDINGS,LECO,39556.0,4982473.76,0.87
2021-03-18,PRNT,MATERIALISE NV-ADR,MTLS,344958.0,14001845.22,2.45
2021-03-18,PRNT,MEDTRONIC PLC,MDT UN,39796.0,4718213.76,0.83
2021-03-18,PRNT,MGI DIGITAL GRAPHIC TECHNOLO,ALMDG,412659.0,24860464.59,4.36
2021-03-18,PRNT,MICHELIN (CGDE),ML,36059.0,5487041.97,0.96
2021-03-18,PRNT,MICROSOFT CORP,MSFT,109170.0,25877656.8,4.53
2021-03-18,PRNT,MOOG INC-CLASS A,MOG/A,58675.0,4966252.0,0.87
2021-03-18,PRNT,MORGAN STANLEY GOVT INSTL 8035,,1001968.16,1001968.16,0.18
2021-03-18,PRNT,NUVASIVE INC,NUVA,81321.0,5513563.8,0.97
2021-03-18,PRNT,OC OERLIKON CORP AG-REG,OERL,462333.0,5442454.48,0.95
2021-03-18,PRNT,PROTO LABS INC,PRLB,134385.0,17600403.45,3.08
2021-03-18,PRNT,PTC INC,PTC,189081.0,25002180.63,4.38
2021-03-18,PRNT,PYROGENESIS CANADA INC,PYR,211000.0,1711867.55,0.3
2021-03-18,PRNT,RENISHAW PLC,RSW,313442.0,25802829.07,4.52
2021-03-18,PRNT,SANDVIK AB,SAND,24871.0,697221.49,0.12
2021-03-18,PRNT,SGL CARBON SE,SGL,112500.0,912202.22,0.16
2021-03-18,PRNT,SIEMENS AG-REG,SIE,32880.0,5354966.76,0.94
2021-03-18,PRNT,SLM SOLUTIONS GROUP AG,AM3D,1064114.0,22048761.21,3.86
2021-03-18,PRNT,STRATASYS LTD,SSYS,746542.0,21164465.7,3.71
2021-03-18,PRNT,STRAUMANN HOLDING AG-REG,STMN,21662.0,25946030.03,4.55
2021-03-18,PRNT,STRYKER CORP,SYK,19138.0,4520012.84,0.79
2021-03-18,PRNT,TORAY INDUSTRIES INC,3402,94508.0,643102.29,0.11
2021-03-18,PRNT,TRIMBLE INC,TRMB,336315.0,25791997.35,4.52
2021-03-18,PRNT,ULTRA CLEAN HOLDINGS INC,UCTT,119648.0,6810364.16,1.19
2021-03-18,PRNT,UNITED PARCEL SERVICE-CL B,UPS,28750.0,4618687.5,0.81
2021-03-18,PRNT,VOESTALPINE AG,VOE,17367.0,722610.97,0.13
2021-03-18,PRNT,XEROX HOLDINGS CORP,XRX UN,28303.0,736444.06,0.13
2021-03-19,PRNT,3D SYSTEMS CORP,DDD,892714.0,26647512.9,4.79
2021-03-19,PRNT,3M CO,MMM,3792.0,724272.0,0.13
2021-03-19,PRNT,AEROJET ROCKETDYNE HOLDINGS,AJRD,90029.0,4235864.45,0.76
2021-03-19,PRNT,ALIGN TECHNOLOGY INC,ALGN,12215.0,6282907.4,1.13
2021-03-19,PRNT,ALLEGHENY TECHNOLOGIES INC,ATI,35406.0,759812.76,0.14
2021-03-19,PRNT,ALTAIR ENGINEERING INC - A,ALTR,386786.0,22874524.04,4.11
2021-03-19,PRNT,AMETEK INC,AME,56347.0,6855739.49,1.23
2021-03-19,PRNT,ANSYS INC,ANSS,63649.0,20462517.01,3.68
2021-03-19,PRNT,ARCONIC CORP,ARNC,156152.0,4305110.64,0.77
