date,fund,company,ticker,shares,market value($),weight(%)
2021-02-16,ARKF,JSC KASPI.KZ GDR-REG S,KSPI,76063.0,6047008.5,0.13
2021-02-16,ARKF,KE HOLDINGS INC,BEKE,784348.0,53335664.0,1.13
2021-02-16,ARKF,LENDINGCLUB CORP,LC,1879598.0,23908486.56,0.51
2021-02-16,ARKF,LENDINGTREE INC,TREE UW,172402.0,60842389.82,1.29
2021-02-16,ARKF,LIGHTSPEED POS INC-SUB VOTE,LSPD,411363.0,29350867.63,0.62
2021-02-16,ARKF,MARKETAXESS HOLDINGS INC,MKTX,30663.0,16481975.76,0.35
2021-02-16,ARKF,MEITUAN-CLASS B,3690,2130982.0,120732097.68,2.56
2021-02-16,ARKF,MERCADOLIBRE INC,MELI,79211.0,153659042.57,3.26
2021-02-16,ARKF,MORGAN STANLEY GOVT INSTL 8035,,82758296.88,82758296.88,1.76
2021-02-16,ARKF,NVIDIA CORP,NVDA,73200.0,44886972.0,0.95
2021-02-16,ARKF,OPENDOOR TECHNOLOGIES INC,OPEN,3018337.0,98850536.75,2.1
2021-02-16,ARKF,PAYPAL HOLDINGS INC,PYPL,746200.0,227434298.0,4.83
2021-02-16,ARKF,PINDUODUO INC-ADR,PDD,226435.0,45923282.35,0.98
2021-02-16,ARKF,PING AN HEALTHCARE AND TECHN,1833,2789100.0,49758456.42,1.06
2021-02-16,ARKF,PINTEREST INC- CLASS A,PINS,1950959.0,173927994.85,3.69
2021-02-16,ARKF,SCHWAB (CHARLES) CORP,SCHW,882872.0,53811048.4,1.14
2021-02-16,ARKF,SEA LTD-ADR,SE,574042.0,159664041.88,3.39
2021-02-16,ARKF,SHOPIFY INC - CLASS A,SHOP,105597.0,155649978.0,3.31
2021-02-16,ARKF,SILVERGATE CAPITAL CORP-CL A,SI,1143103.0,201494765.81,4.28
2021-02-16,ARKF,SNAP INC - A,SNAP,1744069.0,109544973.89,2.33
2021-02-16,ARKF,SPLUNK INC,SPLK,405310.0,68618983.0,1.46
2021-02-16,ARKF,SQUARE INC - A,SQ,1600797.0,441851987.94,9.38
2021-02-16,ARKF,TAIWAN SEMICONDUCTOR-SP ADR,TSM,365345.0,51166567.25,1.09
2021-02-16,ARKF,TCS GROUP HOLDING-GDR REG S,TCS LI,1243783.0,63432933.0,1.35
2021-02-16,ARKF,TELADOC HEALTH INC,TDOC,225763.0,65744443.23,1.4
2021-02-16,ARKF,TENCENT HOLDINGS LTD-UNS ADR,TCEHY,1977021.0,189991718.1,4.03
2021-02-16,ARKF,TWILIO INC - A,TWLO,272981.0,114995976.06,2.44
2021-02-16,ARKF,VERISK ANALYTICS INC,VRSK,140648.0,26492457.28,0.56
2021-02-16,ARKF,WORKDAY INC-CLASS A,WDAY,302228.0,83073410.36,1.76
2021-02-16,ARKF,YEAHKA LTD,9923,9446400.0,116616204.64,2.48
2021-02-16,ARKF,Z HOLDINGS CORP,4689,13331030.0,84653644.98,1.8
2021-02-16,ARKF,ZHONGAN ONLINE P&C INSURAN-H,6060,14314445.0,135442595.01,2.88
2021-02-16,ARKF,ZILLOW GROUP INC - C,Z,1226443.0,245165955.7,5.21
